"","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy"
"343","JEB53295","PFOSNO-low","AUC","20260123",26.6164,108.5278,-8.5278,"Bacteroides heparinolyticus","DSM 98064","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus"
"344","JEB53295","PFOS-high","AUC","20260714",59.5994,97.127,2.873,"Bacteroides heparinolyticus","DSM 98064","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus"
"345","JEB53295","PFOS-low","AUC","20260225",32.031,95.6024,4.3976,"Bacteroides heparinolyticus","DSM 98064","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus"
"346","JEB74074","PFOSNO-high","AUC","20260625",35.9631,105.7296,-5.7296,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"347","JEB74074","PFOS-high","AUC","20260520",44.3076,105.6311,-5.6311,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"348","JEB74074","Veh","AUC","20260630",42.2431,87.3615,12.6385,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"349","JEB74074","Veh","AUC","20260531",39.9005,104.8556,-4.8556,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"350","JEB74074","PFOSNO-low","AUC","20260117",47.1057,107.9378,-7.9378,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"351","JEB74074","PFOSNO-low","AUC","20260210",20.3748,83.5429,16.4571,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"352","JEB74074","PFOSNO-low","AUC","20260312",47.5011,97.8463,2.1537,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"
"353","JEB60283","PFOSNO-high","AUC","20260505",39.0176,97.448,2.55200000000001,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"354","JEB60283","Veh","AUC","20260420",37.0167,102.9052,-2.90519999999999,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"355","JEB60283","PFOS-low","AUC","20260417",54.2677,120.9817,-20.9817,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"356","JEB60283","Veh","AUC","20260614",53.0573,77.1713,22.8287,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"357","JEB60283","PFOS-low","AUC","20260212",37.73,101.3302,-1.3302,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"358","JEB60283","PFOSNO-low","AUC","20260125",43.7532,107.5579,-7.5579,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"359","JEB60283","PFOSNO-low","AUC","20260403",55.5832,96.3514,3.6486,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta"
"360","JEB68509","PFOSNO-low","AUC","20260201",51.6776,73.6846,26.3154,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"361","JEB68509","PFOSNO-low","AUC","20260609",51.1226,113.8922,-13.8922,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"362","JEB68509","PFOS-low","AUC","20260518",56.3836,91.9149,8.0851,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"363","JEB68509","PFOS-high","AUC","20260304",25.9014,105.4741,-5.47410000000001,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"364","JEB68509","PFOSNO-high","AUC","20260526",57.0517,93.6003,6.3997,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"365","JEB68509","Veh","AUC","20260601",46.6764,116.0665,-16.0665,"Ruminococcus sp. FMB-CY1","DSM 48238","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"366","JEB10732","PFOS-high","AUC","20260320",21.79,78.5356,21.4644,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"367","JEB10732","Veh","AUC","20260610",33.6269,87.2282,12.7718,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"368","JEB10732","PFOSNO-low","AUC","20260313",56.4889,93.2417,6.7583,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"369","JEB10732","PFOSNO-high","AUC","20260130",25.1239,74.243,25.757,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"370","JEB10732","PFOS-high","AUC","20260214",37.6122,93.0808,6.9192,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"371","JEB10732","PFOS-low","AUC","20260419",25.2873,82.9089,17.0911,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"372","JEB10732","Veh","AUC","20260228",44.3868,79.621,20.379,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"373","JEB10732","PFOSNO-high","AUC","20260330",51.0952,109.7099,-9.7099,"Blautia sp. KLE_1732_HM_1032","DSM 33413","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE_1732_HM_1032"
"374","JEB46044","PFOS-high","AUC","20260516",54.6926,112.5755,-12.5755,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"375","JEB46044","Veh","AUC","20260123",29.3548,90.6764,9.3236,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"376","JEB46044","PFOS-low","AUC","20260202",37.6291,118.616,-18.616,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"377","JEB46044","PFOSNO-high","AUC","20260129",26.8717,108.825,-8.825,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"378","JEB46044","PFOS-low","AUC","20260408",59.2836,111.3482,-11.3482,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"379","JEB46044","Veh","AUC","20260405",40.4595,92.0197,7.9803,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"380","JEB46044","PFOSNO-low","AUC","20260121",37.3076,90.5183,9.4817,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"381","JEB46044","PFOS-high","AUC","20260615",39.69,106.4055,-6.4055,"Bifidobacterium sp. FKU","DSM 55133","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp. FKU"
"382","JEB77667","PFOS-low","AUC","20260422",25.4196,89.9892,10.0108,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"383","JEB77667","PFOSNO-low","AUC","20260312",38.4535,122.5707,-22.5707,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"384","JEB77667","PFOS-low","AUC","20260620",40.8738,91.4122,8.5878,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"385","JEB77667","PFOSNO-high","AUC","20260516",50.1617,89.7254,10.2746,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"386","JEB77667","PFOSNO-low","AUC","20260622",30.8141,111.2231,-11.2231,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"387","JEB77667","Veh","AUC","20260107",28.2126,107.8404,-7.8404,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"388","JEB77667","PFOS-high","AUC","20260331",57.3461,105.5359,-5.5359,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus"
"389","JEB78709","PFOS-high","AUC","20260220",35.9219,99.8058,0.194199999999995,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"390","JEB78709","Veh","AUC","20260516",57.1595,114.0551,-14.0551,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"391","JEB78709","PFOSNO-low","AUC","20260307",57.0392,106.7631,-6.76309999999999,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"392","JEB78709","PFOSNO-high","AUC","20260118",45.6986,101.818,-1.818,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"393","JEB78709","Veh","AUC","20260607",38.6682,110.0517,-10.0517,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"394","JEB78709","PFOS-high","AUC","20260511",27.3343,125.6013,-25.6013,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"395","JEB78709","PFOS-high","AUC","20260506",31.3047,120.125,-20.125,"Streptococcus urinalis","DSM 45611","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis"
"396","JEB70817","PFOSNO-low","AUC","20260225",36.2985,80.1736,19.8264,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"397","JEB70817","PFOS-low","AUC","20260430",29.1896,90.7687,9.2313,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"398","JEB70817","PFOS-low","AUC","20260531",40.8434,88.1985,11.8015,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"399","JEB70817","PFOSNO-low","AUC","20260321",27.665,93.9962,6.0038,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"400","JEB70817","PFOS-high","AUC","20260311",23.8231,118.0493,-18.0493,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"401","JEB70817","PFOS-low","AUC","20260613",43.0052,82.793,17.207,"Phocaeicola salanitronis","DSM 1763","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis"
"402","JEB80920","PFOSNO-high","AUC","20260126",33.1844,114.7464,-14.7464,"Clostridium gelidum","DSM 20504","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum"
"403","JEB80920","PFOSNO-high","AUC","20260417",34.7975,86.4862,13.5138,"Clostridium gelidum","DSM 20504","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum"
"404","JEB80920","PFOS-low","AUC","20260217",45.1238,96.9836,3.0164,"Clostridium gelidum","DSM 20504","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum"
"405","JEB80920","PFOS-low","AUC","20260619",20.5432,94.6457,5.3543,"Clostridium gelidum","DSM 20504","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum"
"406","JEB80920","PFOSNO-high","AUC","20260415",31.8293,83.7343,16.2657,"Clostridium gelidum","DSM 20504","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum"
"407","JEB62206","PFOS-low","AUC","20260105",53.48,106.0419,-6.0419,"Coprococcus eutactus","DSM 18184","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus"
"408","JEB62206","PFOSNO-high","AUC","20260513",39.0102,110.617,-10.617,"Coprococcus eutactus","DSM 18184","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus"
"409","JEB62206","PFOSNO-low","AUC","20260126",58.2675,104.4305,-4.4305,"Coprococcus eutactus","DSM 18184","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus"
"410","JEB62206","PFOSNO-low","AUC","20260424",52.9029,79.367,20.633,"Coprococcus eutactus","DSM 18184","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus"
"411","JEB86391","PFOSNO-high","AUC","20260130",49.7339,143.3469,-43.3469,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis"
"412","JEB86391","PFOS-low","AUC","20260201",48.5366,129.2188,-29.2188,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis"
"413","JEB86391","PFOSNO-high","AUC","20260306",30.3503,70.6284,29.3716,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis"
"414","JEB86391","PFOSNO-low","AUC","20260315",21.0785,112.9798,-12.9798,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis"
"415","JEB86391","PFOS-low","AUC","20260512",41.8541,128.9683,-28.9683,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis"
"416","JEB83345","PFOSNO-high","AUC","20260112",47.5734,103.1147,-3.1147,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis"
"417","JEB83345","PFOSNO-low","AUC","20260322",21.7228,80.5139,19.4861,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis"
"418","JEB83345","PFOSNO-low","AUC","20260531",38.1682,89.8536,10.1464,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis"
"419","JEB83345","PFOSNO-high","AUC","20260213",46.3309,100.9355,-0.935500000000005,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis"
"420","JEB83345","PFOS-high","AUC","20260629",32.8163,106.4753,-6.4753,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis"
"421","JEB35006","PFOSNO-high","AUC","20260619",35.6467,102.7735,-2.7735,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"422","JEB35006","PFOS-low","AUC","20260502",20.8553,85.1598,14.8402,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"423","JEB35006","Veh","AUC","20260129",24.6903,98.1763,1.8237,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"424","JEB35006","Veh","AUC","20260615",55.261,106.68,-6.68000000000001,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"425","JEB35006","PFOS-low","AUC","20260716",34.0769,110.2221,-10.2221,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"426","JEB35006","PFOS-high","AUC","20260410",45.4532,97.083,2.917,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"427","JEB35006","PFOSNO-high","AUC","20260620",59.8395,83.6868,16.3132,"Clostridium taeniosporum","DSM 95162","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum"
"428","JEB91970","PFOS-low","AUC","20260528",36.3767,102.9018,-2.90179999999999,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"429","JEB91970","PFOS-high","AUC","20260306",31.6593,129.8631,-29.8631,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"430","JEB91970","PFOS-low","AUC","20260424",41.3035,104.9781,-4.9781,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"431","JEB91970","PFOSNO-low","AUC","20260312",36.3419,71.9806,28.0194,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"432","JEB91970","PFOSNO-high","AUC","20260621",28.2811,77.1275,22.8725,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"433","JEB91970","Veh","AUC","20260127",47.9825,85.8201,14.1799,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"434","JEB91970","PFOSNO-high","AUC","20260405",21.7926,107.7319,-7.7319,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"435","JEB91970","PFOS-low","AUC","20260429",27.6496,123.3079,-23.3079,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense"
"436","JEB37725","PFOS-low","AUC","20260423",24.5663,129.5608,-29.5608,"Blautia pseudococcoides","DSM 56823","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pseudococcoides"
"437","JEB37725","Veh","AUC","20260517",46.8325,110.283,-10.283,"Blautia pseudococcoides","DSM 56823","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pseudococcoides"
